algorithm,hierarchy_method,space_id,embeddings,reduction,reduction_dim,umap_seed,precision,recall,f1-score,f0.5-score,level_macro_f1,level_upper_macro_f1,level_lower_macro_f1,level_weighted_f1,level_f1_depth_1,level_f1_depth_2,level_f1_depth_3,level_f1_depth_4,level_f1_depth_5,level_f1_depth_6,lca_similarity_spearman,tree_distance_spearman,dendrogram_purity,ari,silhouette,calinski_harabasz,davies_bouldin,dbcv,twonn_raw,twonn_pca,twonn_umap,twonn_space,n_pred_clusters,n_noise,n_hierarchy_topics,min_cluster_size,davies_bouldin_inv,embedding_family
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_5__seed_0,jina_embeddings_v5_text_small_matching,umap,5,0,0.6285111337505458,0.8688260738356303,0.7293839462905882,0.6653160578656273,0.5838768062390576,0.4922773928536326,0.6296765129317701,0.5313980277626981,0.396420856599124,0.5881339291081411,0.6627164435711654,0.6652166856029865,0.6193443511243565,0.5714285714285715,0.255705568600969,0.21819788282489552,0.6894367670077683,0.7207218667841433,0.716702938079834,3359.196927004634,0.39521920040648545,0.34951841702338654,12.321332694079228,8.34827170292659,2.8288842394007614,2.8288842394007614,24,115,24,12,-0.39521920040648545,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_5__seed_1,jina_embeddings_v5_text_small_matching,umap,5,1,0.6954560925799864,0.8221506890654864,0.7535149587424516,0.7175718625436796,0.580311067992913,0.4574996460728334,0.6417167789529528,0.5212400323033209,0.3701849025551578,0.544814389590509,0.6790535175480388,0.6802611212060031,0.6361239056291973,0.5714285714285715,0.15708389119077784,0.16862514281435367,0.685284241062517,0.746164463644395,0.7513381242752075,5182.28749978118,0.3473879805931025,0.3383346251286201,12.321332694079228,8.34827170292659,2.7708342919971596,2.7708342919971596,25,154,25,12,-0.3473879805931025,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_5__seed_2,jina_embeddings_v5_text_small_matching,umap,5,2,0.7206679101163513,0.8162156724675586,0.7654716981132075,0.7379449588009531,0.5934366921081994,0.45281003090420263,0.6637500227101979,0.5236553607791751,0.3704155136431764,0.5352045481652289,0.7066422507075079,0.70892882411207,0.668000444592642,0.5714285714285715,0.17830723706799212,0.15213475351102354,0.6986287604877629,0.7586193662985858,0.7556625008583069,4365.97024481374,0.3601438226095706,0.36222809474815343,12.321332694079228,8.34827170292659,2.700664825370348,2.700664825370348,26,149,26,12,-0.3601438226095706,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_5__seed_3,jina_embeddings_v5_text_small_matching,umap,5,3,0.7038265306122449,0.8326124132381049,0.7628219897700566,0.7262947298222215,0.5981549990172018,0.47108459331019814,0.6616902018707036,0.5324623303524084,0.39916756689930444,0.5430016197210918,0.7033526011560693,0.7060474252841308,0.6659322096140428,0.5714285714285715,0.24643757016386852,0.23044673574775265,0.7014155431122273,0.7557467706801007,0.7596787810325623,5596.923840625017,0.349963941220879,0.5382609311878666,12.321332694079228,8.34827170292659,2.760060427246018,2.760060427246018,25,142,25,12,-0.349963941220879,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_5__seed_4,jina_embeddings_v5_text_small_matching,umap,5,4,0.6919612508497621,0.8191328840156926,0.750195771339076,0.7141353726343116,0.5905076257254792,0.49878938969446973,0.636366743740984,0.5368879680659618,0.41298127633288845,0.5845975030560511,0.6749370509119941,0.6733984869638624,0.6257028656595082,0.5714285714285715,0.27139868066105954,0.19997647203663926,0.6958049808688014,0.7427415109505774,0.7675015926361084,4923.564499794911,0.3530108984291622,0.45648822954147694,12.321332694079228,8.34827170292659,2.932954300538772,2.932954300538772,24,153,24,12,-0.3530108984291622,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_5__seed_42,jina_embeddings_v5_text_small_matching,umap,5,42,0.6936728395061729,0.8139020219293833,0.748993288590604,0.71479053660088,0.5962887309350814,0.5025558853721871,0.6431551537165285,0.5407526439328896,0.4240563844304571,0.5810553863139171,0.6827970610590323,0.6809352880002683,0.6374596943782419,0.5714285714285715,0.26573366123751463,0.18816278913916007,0.692002354609876,0.7415345083523432,0.7443439960479736,4789.1121672525,0.3539420288996966,0.45439560524395645,12.321332694079228,8.34827170292659,2.8870908152275843,2.8870908152275843,24,153,24,12,-0.3539420288996966,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_10__seed_0,jina_embeddings_v5_text_small_matching,umap,10,0,0.4851185564174506,0.8870334976360527,0.627213884344548,0.5334607799247421,0.5351877177430191,0.4820476518509886,0.5617577506890342,0.5196637627655277,0.39905100830367735,0.5650442953982998,0.590366148801624,0.5615384615384615,0.5236978209874799,0.5714285714285715,0.15489915731435863,0.19277211206816228,0.6441098964524951,0.6138712392128315,0.68844074010849,2737.2097701477096,0.4170282847489316,0.4125126000197053,12.321332694079228,8.34827170292659,2.9009362929651537,2.9009362929651537,23,117,23,12,-0.4170282847489316,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_10__seed_1,jina_embeddings_v5_text_small_matching,umap,10,1,0.7569861707200763,0.7984106226737753,0.777146773719769,0.7649235751045662,0.573324828486185,0.43655522895656285,0.6417096282509962,0.5153538575769506,0.3624789439935146,0.510631513919611,0.6646447140381283,0.6676346637390657,0.6631305637982194,0.5714285714285715,0.13174088809172446,0.11913802534754454,0.6933918814703826,0.7708595506216313,0.7769104838371277,6261.345569051545,0.33317751995701944,0.4042499653907025,12.321332694079228,8.34827170292659,3.2501748863986886,3.2501748863986886,26,174,26,12,-0.33317751995701944,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_10__seed_2,jina_embeddings_v5_text_small_matching,umap,10,2,0.47561826082291725,0.8918619857157227,0.6203904555314533,0.5245843441216497,0.5445355073980455,0.4851208232770744,0.574242849458531,0.5221840618614244,0.39899901305329916,0.5712426335008496,0.6082194666034806,0.5793571901921802,0.5379661696098915,0.5714285714285715,0.15240282707912492,0.1911982368511186,0.6541132781200033,0.6066786018770237,0.6872074007987976,2996.9871182314564,0.4137518086564403,0.36454852845309893,12.321332694079228,8.34827170292659,3.0353582256951737,3.0353582256951737,23,101,23,12,-0.4137518086564403,jina
hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v5_text_small_matching__umap_10__seed_3,jina_embeddings_v5_text_small_matching,umap,10,3,0.6775584674075302,0.821848908560507,0.7427610345924813,0.702215804582882,0.5907943618740589,0.5019994922620441,0.6351917966800662,0.5394312740814543,0.4240563844304571,0.579942600093631,0.6722023023211927,0.6697971825357178,0.6273391304347825,0.5714285714285715,0.264446954956877,0.18860140745018938,0.6758978639074426,0.7349968587014292,0.7513900995254517,5095.760812138393,0.36204630761853357,0.40445976978093995,12.321332694079228,8.34827170292659,3.035682219212408,3.035682219212408,24,150,24,12,-0.36204630761853357,jina
