selection_criterion,selection_metric,selection_direction,algorithm,space_id,embeddings,reduction,reduction_dim,umap_seed,precision,recall,f1-score,f0.5-score,h_precision,h_recall,h_f1-score,lca_similarity_spearman,tree_distance_spearman,dendrogram_purity,ari,silhouette,calinski_harabasz,davies_bouldin,dbcv,twonn_raw,twonn_pca,twonn_umap,twonn_space,n_pred_clusters,n_noise,min_cluster_size,davies_bouldin_inv,embedding_family
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_10__seed_3,jina_embeddings_v5_text_small_matching,umap,10,3,0.9066379528756017,0.719947691379137,0.8025791982057752,0.86193607437917,0.616111067779028,0.7986679154400809,0.6956113258948962,0.25969399762615747,0.19228421772431006,0.845314490102481,0.7977952398872374,0.705455482006073,5576.225309945274,0.44618208762857925,0.4320883504174945,12.321332694079228,8.34827170292659,3.035682219212408,3.035682219212408,59,67,3,-0.44618208762857925,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_10__seed_4,jina_embeddings_v5_text_small_matching,umap,10,4,0.8564992115341293,0.7649129866210643,0.8081194537435571,0.8364684399269576,0.6150638497851316,0.8035619878876006,0.6967896913846557,0.25443142842537636,0.1970279220293604,0.8427394287022199,0.8031556622695657,0.7060398459434509,5065.386444674664,0.40628931069558766,0.4484197181197205,12.321332694079228,8.34827170292659,3.0094288540702183,3.0094288540702183,54,65,3,-0.40628931069558766,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_10__seed_42,jina_embeddings_v5_text_small_matching,umap,10,42,0.7411826636251974,0.8498139020219294,0.79178968086602,0.7606288152990114,0.6172584314137881,0.7672468823095449,0.6841282621124657,0.26303337975516705,0.2284745714090059,0.8058571702465666,0.7856702787558536,0.726016640663147,3943.6290789487703,0.3843033289727458,0.4478931842823847,12.321332694079228,8.34827170292659,3.168336990203154,3.168336990203154,37,64,5,-0.3843033289727458,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_15__seed_0,jina_embeddings_v5_text_small_matching,umap,15,0,0.8370832481079975,0.8233578110854038,0.8301638014098077,0.8343016736998755,0.6013412061168172,0.7816103683886592,0.6797266517568651,0.2144827045408795,0.1986879886786782,0.8354182783154503,0.8255396298416016,0.7031115889549255,4530.282543233608,0.4159031501739906,0.556521714626922,12.321332694079228,8.34827170292659,2.977022926984622,2.977022926984622,40,88,5,-0.4159031501739906,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_15__seed_1,jina_embeddings_v5_text_small_matching,umap,15,1,0.8204627550522308,0.8453877879488985,0.832738803012287,0.8253294836289357,0.621936650503477,0.7879780965405897,0.6951802710908771,0.2712990580026508,0.2288007318894025,0.8362004699567487,0.8280751018463209,0.6932384371757507,4406.367746798585,0.424203734686999,0.5147153066852223,12.321332694079228,8.34827170292659,3.131067657930654,3.131067657930654,41,56,4,-0.424203734686999,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_15__seed_2,jina_embeddings_v5_text_small_matching,umap,15,2,0.8241447850193535,0.7924756060758475,0.808,0.8176100628930817,0.6197282965518763,0.781625662052423,0.691325039060684,0.25374611221954485,0.21051404219711295,0.8277858065379022,0.8028336643419585,0.7328020930290222,4558.186285875506,0.3657358872579655,0.48805985266200924,12.321332694079228,8.34827170292659,3.2437424223226974,3.2437424223226974,44,89,4,-0.3657358872579655,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_15__seed_3,jina_embeddings_v5_text_small_matching,umap,15,3,0.779242636746143,0.838346242832713,0.8077146733863151,0.7903871322622863,0.6243310138116881,0.7541964848968702,0.6831467003306014,0.2863242927537619,0.23787412244684134,0.8026506635292254,0.802236011672563,0.7505993247032166,5158.500871290065,0.3560921771559875,0.5283087797373702,12.321332694079228,8.34827170292659,2.974138266753781,2.974138266753781,35,81,6,-0.3560921771559875,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_15__seed_4,jina_embeddings_v5_text_small_matching,umap,15,4,0.8595598805706071,0.7819132884015693,0.8189001264222504,0.8428208964933968,0.61369457428718,0.7834161416958583,0.6882464361164943,0.250541088813695,0.2089427438875444,0.8240301879151487,0.8141684363497912,0.7078176140785217,5296.308816762014,0.42626935805879385,0.4272261357528647,12.321332694079228,8.34827170292659,3.056034637202997,3.056034637202997,47,69,4,-0.42626935805879385,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_15__seed_42,jina_embeddings_v5_text_small_matching,umap,15,42,0.7946906035141329,0.8371391208127955,0.8153627590261108,0.8028323911323777,0.6158434266170156,0.7606483828199898,0.6806292682818784,0.2508380282120852,0.19723206126589007,0.8114205696982147,0.8101569343218139,0.7380731701850891,4922.122557531487,0.3644190992310585,0.44097245886317804,12.321332694079228,8.34827170292659,3.072330211980818,3.072330211980818,35,88,7,-0.3644190992310585,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_30__seed_0,jina_embeddings_v5_text_small_matching,umap,30,0,0.8503875968992248,0.7724574992455487,0.8095514205893206,0.8335685286902152,0.624439509039518,0.7753540376375163,0.69176157547451,0.2514927654596538,0.18988460205869107,0.8399622110025031,0.8045793183100644,0.7010318636894226,5079.333630670562,0.4338482363674287,0.46553673147169977,12.321332694079228,8.34827170292659,3.2594410184780513,3.2594410184780513,46,81,4,-0.4338482363674287,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_30__seed_1,jina_embeddings_v5_text_small_matching,umap,30,1,0.8834102501821715,0.7317171310733327,0.8004401650618982,0.8482403153205681,0.6201571934704732,0.7960625709458415,0.6971854824072887,0.2626494034429251,0.19457431432087186,0.834454773262278,0.7954876245136333,0.7107245922088623,4921.791488400872,0.44392220989333847,0.4645313456315472,12.321332694079228,8.34827170292659,2.9548524957266604,2.9548524957266604,57,69,3,-0.44392220989333847,jina
best_by_f1,f1-score,max,hdbscan,jina_embeddings_v5_text_small_matching__umap_30__seed_2,jina_embeddings_v5_text_small_matching,umap,30,2,0.7877376794722546,0.8168192334775174,0.8020149143167564,0.793387137748422,0.6138448504955276,0.7578163400226159,0.6782748701500094,0.26305391977144116,0.24152700080789966,0.8048286718215296,0.7964768676482678,0.7502909898757935,4598.528180209558,0.35123406335257756,0.5095542101900612,12.321332694079228,8.34827170292659,3.04901242858916,3.04901242858916,37,94,5,-0.35123406335257756,jina
