selection_criterion,selection_metric,selection_direction,algorithm,hierarchy_method,space_id,embeddings,reduction,reduction_dim,umap_seed,precision,recall,f1-score,f0.5-score,level_macro_f1,level_upper_macro_f1,level_lower_macro_f1,level_weighted_f1,level_f1_depth_1,level_f1_depth_2,level_f1_depth_3,level_f1_depth_4,level_f1_depth_5,level_f1_depth_6,lca_similarity_spearman,tree_distance_spearman,dendrogram_purity,ari,silhouette,calinski_harabasz,davies_bouldin,dbcv,twonn_raw,twonn_pca,twonn_umap,twonn_space,n_pred_clusters,n_noise,n_hierarchy_topics,min_cluster_size,davies_bouldin_inv,embedding_family
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_15__seed_42,jina_embeddings_v3,umap,15,42,0.8404267523230469,0.7369479931596419,0.7852931718297781,0.8174697047468142,0.6423755196214399,0.44695391921599686,0.7400863198241614,0.5333816603138151,0.36787137969805017,0.5260364587339436,0.7935467393155118,0.8035697057404727,0.7918002628120894,0.5714285714285715,0.15921814588620697,0.14160311147231255,0.8219199558351908,0.7797939244319376,0.7084519863128662,9975.140113948264,0.4572668442240954,0.5432668337690085,9.319099453017616,6.850094695454759,3.1175788195901677,3.1175788195901677,66,26,66,2,-0.4572668442240954,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_30__seed_0,jina_embeddings_v3,umap,30,0,0.8231701310215742,0.8405592998692284,0.8317738403344614,0.8265901671777623,0.6355318950679995,0.4206719221077256,0.7429618815481366,0.5212055745377435,0.3301978592280247,0.5111459849874265,0.7832167832167831,0.7980410657321292,0.8191611058150621,0.5714285714285715,0.19160189193235683,0.0849399348636949,0.8232605642742189,0.8271046566610103,0.7329098582267761,10870.948207264832,0.36105166403673145,0.47283291078665296,9.319099453017616,6.850094695454759,3.148718856700967,3.148718856700967,45,43,45,4,-0.36105166403673145,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_30__seed_1,jina_embeddings_v3,umap,30,1,0.7516008537886874,0.8501156825269087,0.7978286523483598,0.7694338729355209,0.6491977743575966,0.45644202209125756,0.7455756504907661,0.5397503628688997,0.38662220405039927,0.5262618401321159,0.8115226992400429,0.8033895403577849,0.7959617909366653,0.5714285714285715,0.18443674534833362,0.11318893235219879,0.7943594228520829,0.7919255106282452,0.7525607943534851,8982.456230647884,0.32600741119124677,0.4863788849729725,9.319099453017616,6.850094695454759,2.9809886548261852,2.9809886548261852,39,48,39,5,-0.32600741119124677,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_30__seed_2,jina_embeddings_v3,umap,30,2,0.8390517779164067,0.8117895583945277,0.825195562145304,0.833453824386012,0.6287115583946946,0.39361641943671866,0.7462591278736825,0.5148051283531164,0.32270831272034206,0.46452452615309525,0.7800647249190937,0.8153026905829597,0.8182405245641051,0.5714285714285715,0.13853753201701247,0.10628017830316108,0.8156908147546462,0.8204767707218316,0.7547205686569214,10743.26078206469,0.3612016685351399,0.5428328844684128,9.319099453017616,6.850094695454759,3.0667009433682475,3.0667009433682475,51,41,51,3,-0.3612016685351399,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_30__seed_3,jina_embeddings_v3,umap,30,3,0.7239665313561429,0.8790866110049291,0.7940214428493549,0.7504508372692142,0.656621258596593,0.4543430064758376,0.7577603846569707,0.5376283445022823,0.36675098321176736,0.5419350297399078,0.8464596459645966,0.8248383339358155,0.7883149872988993,0.5714285714285715,0.1968949391812277,0.17055493671951594,0.7993422382792068,0.7878013278916247,0.7661252021789551,10532.928202464578,0.33298197442454275,0.5677849958678243,9.319099453017616,6.850094695454759,3.1019832231171507,3.1019832231171507,35,50,35,6,-0.33298197442454275,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_30__seed_4,jina_embeddings_v3,umap,30,4,0.8231434225601499,0.7949904436173423,0.8088220243577934,0.8173544316889026,0.6341226116719713,0.4231620763942856,0.739602879310814,0.5236882998557824,0.34328065024766535,0.5030435025409059,0.7744540441974558,0.8074861280917895,0.805042773525439,0.5714285714285715,0.1871301533274945,0.07416777697651275,0.8180100425297843,0.8036659997717229,0.7548733353614807,9677.370651332316,0.3651216966703086,0.5631049188387721,9.319099453017616,6.850094695454759,3.237802978119329,3.237802978119329,51,33,51,3,-0.3651216966703086,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_30__seed_42,jina_embeddings_v3,umap,30,42,0.7402954311233253,0.8671159843074138,0.7987028028723651,0.7626024028168514,0.632074826896105,0.47865413054927497,0.7087851750695201,0.5366366646491205,0.3756376980220173,0.5816705630765326,0.768861229391855,0.752003111629716,0.7428477878279376,0.5714285714285715,0.17400561762653927,0.18781283701125823,0.7678497846627877,0.7927260277207157,0.8005600571632385,9442.421292937348,0.27238357600859187,0.6057484448076373,9.319099453017616,6.850094695454759,3.0467819751107057,3.0467819751107057,32,76,32,8,-0.27238357600859187,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_50__seed_0,jina_embeddings_v3,umap,50,0,0.8183190739808757,0.8178251684941152,0.8180720466894746,0.8182202451641472,0.6421705770017647,0.42865013125224827,0.748930799876523,0.5352597051704809,0.390711309235391,0.4665889532691055,0.7987442444537463,0.8111015685033673,0.8144488151204068,0.5714285714285715,0.17351324089479553,0.12227015861233591,0.8128977155408275,0.8130777789637714,0.7641183733940125,10149.349931482167,0.3495414076982623,0.6254567025375258,9.319099453017616,6.850094695454759,3.1203174233776343,3.1203174233776343,46,63,46,4,-0.3495414076982623,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_50__seed_1,jina_embeddings_v3,umap,50,1,0.7882751937984496,0.8183281360024143,0.803020581412566,0.7941078854376136,0.63112043171498,0.4177477326498116,0.737806781247564,0.529857955783274,0.38315745594758566,0.45233800935203744,0.770545638262041,0.8078235160336593,0.8014293992659842,0.5714285714285715,0.19047787044669284,0.10049375040049993,0.7827454125218615,0.7975074300434223,0.7350658178329468,10137.00669602307,0.39968014915113115,0.5551283528785825,9.319099453017616,6.850094695454759,2.99446198467982,2.99446198467982,47,27,47,3,-0.39968014915113115,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_50__seed_2,jina_embeddings_v3,umap,50,2,0.8049418604651163,0.8356302182878986,0.8199990128818914,0.8108978739189006,0.6313010754350883,0.4343323543998354,0.7297854359527146,0.5289505184533945,0.36653042942724373,0.502134279372427,0.7733824471492632,0.7891766125210048,0.785154112712019,0.5714285714285715,0.1947639260708848,0.1493176755274594,0.7992534133028772,0.814961061730985,0.7736903429031372,11148.283838036916,0.3255832071237138,0.5029226029499234,9.319099453017616,6.850094695454759,2.9066736627330854,2.9066736627330854,39,66,39,6,-0.3255832071237138,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_50__seed_3,jina_embeddings_v3,umap,50,3,0.8302373026951573,0.7777889548335177,0.8031577853952425,0.8191892865467336,0.6289463629766117,0.4125327715205832,0.7371531587046259,0.5189526203748366,0.3318647745134938,0.4932007685276726,0.7654642531579633,0.803725881570193,0.8079939286617759,0.5714285714285715,0.1880882002660218,0.10502856282952994,0.8171034467117211,0.7979334004152463,0.7518935799598694,10261.449845910132,0.3756279908739797,0.5606054375474976,9.319099453017616,6.850094695454759,3.0293742712799197,3.0293742712799197,53,46,53,3,-0.3756279908739797,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_50__seed_4,jina_embeddings_v3,umap,50,4,0.7886101306877802,0.8316064782215069,0.8095377986682335,0.7968499990361073,0.65101300732014,0.4338621313231128,0.7595884453186535,0.5324582338810718,0.3615577849245588,0.5061664777216668,0.8067716468949212,0.85,0.8101535629511215,0.5714285714285715,0.1381622795939706,0.09083485481500354,0.8159698513975305,0.8041649168961541,0.744693398475647,9270.952339494079,0.3642598938117012,0.5798665830409868,9.319099453017616,6.850094695454759,2.9063410968254706,2.9063410968254706,50,22,50,3,-0.3642598938117012,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_50__seed_42,jina_embeddings_v3,umap,50,42,0.8264854955246415,0.7709485967206519,0.7977516394295825,0.8147470924669914,0.625812397381533,0.4150649348642861,0.7311861286401565,0.5180778421312592,0.32881156149727236,0.5013183082312999,0.7700539411867061,0.7883615549725732,0.7949004469727752,0.5714285714285715,0.14090661717983347,0.06614288391234971,0.8237147636314233,0.7923960143834166,0.7176446914672852,9729.034577410825,0.4246660785165739,0.4835930172823316,9.319099453017616,6.850094695454759,3.0968436007090925,3.0968436007090925,53,30,53,3,-0.4246660785165739,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_5__seed_0,jina_embeddings_v3,umap,5,0,0.8009446029715636,0.8188311035107132,0.8097890966971747,0.8044591148973178,0.6387045895396074,0.44194386965832133,0.7370849494802504,0.5313353855328629,0.3652587146730774,0.5186290246435652,0.7801994828223126,0.8016463090812533,0.7950654345888644,0.5714285714285715,0.14507632307593027,0.14522746845370949,0.8023194067942804,0.8045065460036235,0.780301570892334,12119.601698184702,0.312564038461591,0.4935802996710515,9.319099453017616,6.850094695454759,2.7632039975121954,2.7632039975121954,40,64,40,6,-0.312564038461591,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_5__seed_1,jina_embeddings_v3,umap,5,1,0.8247740563530037,0.7803037923750126,0.8019228781143388,0.8154790689850928,0.6339603579005059,0.44726909050660646,0.7273059915974555,0.5333607676096689,0.37867016322729274,0.5158680177859202,0.7566035304728772,0.7895519613311025,0.7916399031572706,0.5714285714285715,0.23063148427988098,0.12353752746819541,0.7993715236376908,0.796638319215149,0.769688069820404,12717.272826689701,0.35374033939601346,0.4712187805978978,9.319099453017616,6.850094695454759,2.8437843902775177,2.8437843902775177,45,57,45,5,-0.35374033939601346,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_5__seed_2,jina_embeddings_v3,umap,5,2,0.8158886330332845,0.7841263454380847,0.7996922287766095,0.8093319766596755,0.6487098408568395,0.4799190658850838,0.7331052283427173,0.5511742394855698,0.4332914176356541,0.5265467141345136,0.7637598899208807,0.802457071059612,0.7947753809618049,0.5714285714285715,0.21168413309437498,0.1144016813657631,0.8181664026991866,0.7943038239163305,0.760040819644928,9719.315509033002,0.329369597081387,0.5531949114037746,9.319099453017616,6.850094695454759,2.782166160296428,2.782166160296428,50,57,50,4,-0.329369597081387,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_5__seed_3,jina_embeddings_v3,umap,5,3,0.8578844157342254,0.7481138718438789,0.799247716281569,0.8334267207566622,0.6350309235201027,0.45652793966677785,0.7242824154467651,0.5347728483669673,0.37914489687673375,0.533910982456822,0.7492596685082874,0.7725471242145964,0.803894297635605,0.5714285714285715,0.15655945569983326,0.09492937139016802,0.8214411977041176,0.7941213946480165,0.7636236548423767,15156.80609955142,0.3476603876730152,0.5052774144361719,9.319099453017616,6.850094695454759,2.889051266409261,2.889051266409261,52,54,52,4,-0.3476603876730152,jina
best_by_f1,f1-score,max,hdbscan,agglomerative_medoid_average_cosine,jina_embeddings_v3__umap_5__seed_4,jina_embeddings_v3,umap,5,4,0.792856441958591,0.8127954934111257,0.8027021657063382,0.7967656049699241,0.6306252710352638,0.4494874165620068,0.7211941982718922,0.5345366883526775,0.38779708992744477,0.5111777431965688,0.7443083751130106,0.7745823547658084,0.7944574917801784,0.5714285714285715,0.1850227124320647,0.12494673358788956,0.7995760784320982,0.7972151345995142,0.7602413296699524,13483.951202329474,0.3307535533516178,0.4668387863103092,9.319099453017616,6.850094695454759,2.8868128082892994,2.8868128082892994,40,61,40,6,-0.3307535533516178,jina
