selection_criterion,twonn_metric,external_metric,spearman_corr
best_by_level_weighted_f1,twonn_umap,level_f1_depth_6,-0.5152836049990649
best_by_level_weighted_f1,twonn_pca,level_f1_depth_6,-0.7175830078355594
best_by_level_weighted_f1,twonn_raw,level_f1_depth_6,-0.7223151185146153
best_by_dendrogram_purity,twonn_pca,f1-score,0.7401507873723482
best_by_dendrogram_purity,twonn_pca,level_f1_depth_5,0.7270554089687329
best_by_dendrogram_purity,twonn_pca,f0.5-score,0.7249601484241542
best_by_dendrogram_purity,twonn_raw,f1-score,0.7059212532771689
best_by_dendrogram_purity,twonn_raw,f0.5-score,0.6862987028038632
best_by_dendrogram_purity,twonn_raw,level_f1_depth_5,0.6858081390420306
best_by_dendrogram_purity,twonn_pca,precision,0.5809109859843838
best_by_dendrogram_purity,twonn_umap,level_f1_depth_5,0.5704490266288019
best_by_dendrogram_purity,twonn_raw,precision,0.5464880306815609
best_by_dendrogram_purity,twonn_umap,f1-score,0.5408157385685475
best_by_dendrogram_purity,twonn_umap,level_lower_macro_f1,0.5211260649462897
best_by_dendrogram_purity,twonn_pca,dendrogram_purity,0.5154340939663062
best_by_dendrogram_purity,twonn_raw,dendrogram_purity,0.4832053054051503
best_by_dendrogram_purity,twonn_space,level_f1_depth_5,0.48049894064635484
best_by_dendrogram_purity,twonn_umap,level_f1_depth_4,0.4734493970449026
best_by_dendrogram_purity,twonn_pca,level_lower_macro_f1,0.46933836198557966
best_by_dendrogram_purity,twonn_raw,level_lower_macro_f1,0.4454318957440371
best_by_dendrogram_purity,twonn_umap,dendrogram_purity,0.4453965510145285
best_by_dendrogram_purity,twonn_umap,f0.5-score,0.43560110301683336
best_by_dendrogram_purity,twonn_space,f1-score,0.43033630748112556
best_by_dendrogram_purity,twonn_space,level_lower_macro_f1,0.4241890722449344
best_by_dendrogram_purity,twonn_pca,recall,0.40333765483135753
best_by_dendrogram_purity,twonn_space,level_f1_depth_4,0.3957357285667392
best_by_dendrogram_purity,twonn_umap,level_f1_depth_3,0.3820471663168292
best_by_dendrogram_purity,twonn_raw,recall,0.3777340966111328
best_by_dendrogram_purity,twonn_umap,recall,0.3661768942667819
best_by_dendrogram_purity,twonn_space,dendrogram_purity,0.3609113425442391
best_by_dendrogram_purity,twonn_space,f0.5-score,0.35212318343230575
best_by_dendrogram_purity,twonn_pca,level_f1_depth_4,0.34100365363014773
best_by_dendrogram_purity,twonn_umap,level_macro_f1,0.32658352883071984
best_by_dendrogram_purity,twonn_raw,level_f1_depth_4,0.31886644519121593
best_by_dendrogram_purity,twonn_umap,precision,0.31351195620858546
best_by_dendrogram_purity,twonn_space,precision,0.30509384978066895
best_by_dendrogram_purity,twonn_space,level_f1_depth_3,0.26689743666258836
best_by_dendrogram_purity,twonn_pca,level_f1_depth_3,0.26505045888917783
best_by_dendrogram_purity,twonn_raw,level_f1_depth_1,0.2580365387239686
best_by_dendrogram_purity,twonn_raw,level_f1_depth_3,0.24920639101098108
best_by_dendrogram_purity,twonn_space,level_macro_f1,0.246008773238638
best_by_dendrogram_purity,twonn_space,recall,0.244337680164722
best_by_dendrogram_purity,twonn_pca,level_f1_depth_1,0.24252640803495915
best_by_dendrogram_purity,twonn_pca,level_macro_f1,0.17862096142531547
best_by_dendrogram_purity,twonn_raw,level_macro_f1,0.16777280654676288
best_by_dendrogram_purity,twonn_umap,level_weighted_f1,0.07038729061200971
best_by_dendrogram_purity,twonn_umap,level_f1_depth_1,0.038564431822858784
best_by_dendrogram_purity,twonn_space,level_weighted_f1,0.004729790218137328
best_by_dendrogram_purity,twonn_space,level_f1_depth_1,0.004237414580287069
best_by_dendrogram_purity,twonn_raw,level_weighted_f1,-0.018150859187807677
best_by_dendrogram_purity,twonn_pca,level_weighted_f1,-0.019904975173495567
best_by_dendrogram_purity,twonn_umap,level_f1_depth_2,-0.13887311190681975
best_by_dendrogram_purity,twonn_umap,level_upper_macro_f1,-0.1577231757007038
best_by_dendrogram_purity,twonn_space,level_f1_depth_2,-0.19068365611291815
best_by_dendrogram_purity,twonn_space,level_upper_macro_f1,-0.20999074930619796
best_by_dendrogram_purity,twonn_umap,lca_similarity_spearman,-0.21962382187101287
best_by_dendrogram_purity,twonn_space,lca_similarity_spearman,-0.2551251827758049
best_by_dendrogram_purity,twonn_raw,level_upper_macro_f1,-0.408639613606589
best_by_dendrogram_purity,twonn_pca,level_upper_macro_f1,-0.42481407541328686
best_by_dendrogram_purity,twonn_raw,lca_similarity_spearman,-0.44984696960053083
best_by_dendrogram_purity,twonn_pca,lca_similarity_spearman,-0.4682907317132904
best_by_dendrogram_purity,twonn_pca,level_f1_depth_2,-0.5185769847831739
best_by_dendrogram_purity,twonn_raw,level_f1_depth_2,-0.5190164600189331
best_by_dendrogram_purity,twonn_raw,level_f1_depth_6,
best_by_dendrogram_purity,twonn_pca,level_f1_depth_6,
best_by_dendrogram_purity,twonn_umap,level_f1_depth_6,
best_by_dendrogram_purity,twonn_space,level_f1_depth_6,
best_by_calinski_harabasz,twonn_pca,f1-score,0.6008159611578793
best_by_calinski_harabasz,twonn_pca,recall,0.5911278140693208
best_by_calinski_harabasz,twonn_umap,recall,0.5837699459651285
best_by_calinski_harabasz,twonn_raw,f1-score,0.5631671985838707
best_by_calinski_harabasz,twonn_raw,recall,0.5540938358294719
best_by_calinski_harabasz,twonn_umap,f1-score,0.5346092110137054
best_by_calinski_harabasz,twonn_pca,f0.5-score,0.5007672701542568
best_by_calinski_harabasz,twonn_raw,f0.5-score,0.4684883925501711
best_by_calinski_harabasz,twonn_umap,level_f1_depth_3,0.4434868502284232
best_by_calinski_harabasz,twonn_space,recall,0.4354258132651419
best_by_calinski_harabasz,twonn_pca,dendrogram_purity,0.4337189327277455
best_by_calinski_harabasz,twonn_pca,level_f1_depth_5,0.4117186970096714
best_by_calinski_harabasz,twonn_raw,dendrogram_purity,0.40618679479742587
best_by_calinski_harabasz,twonn_umap,level_f1_depth_4,0.3962711445857513
best_by_calinski_harabasz,twonn_space,f1-score,0.39087165408373364
best_by_calinski_harabasz,twonn_umap,level_lower_macro_f1,0.3864098448368111
best_by_calinski_harabasz,twonn_raw,level_f1_depth_5,0.38509255303862233
best_by_calinski_harabasz,twonn_umap,level_macro_f1,0.38492818043379834
best_by_calinski_harabasz,twonn_pca,level_f1_depth_3,0.3729563769349695
best_by_calinski_harabasz,twonn_umap,level_f1_depth_5,0.35694118615466924
best_by_calinski_harabasz,twonn_raw,level_f1_depth_3,0.348790834663007
best_by_calinski_harabasz,twonn_pca,level_lower_macro_f1,0.3436227293108708
best_by_calinski_harabasz,twonn_raw,level_lower_macro_f1,0.3213192640003792
best_by_calinski_harabasz,twonn_pca,level_weighted_f1,0.31900341791207365
best_by_calinski_harabasz,twonn_pca,level_f1_depth_4,0.31900341791207365
best_by_calinski_harabasz,twonn_umap,level_f1_depth_2,0.3134296415195291
best_by_calinski_harabasz,twonn_pca,level_macro_f1,0.3127176362783382
best_by_calinski_harabasz,twonn_space,level_f1_depth_3,0.30825699024201003
best_by_calinski_harabasz,twonn_raw,level_weighted_f1,0.2987533309560777
best_by_calinski_harabasz,twonn_raw,level_f1_depth_4,0.2982627671942451
best_by_calinski_harabasz,twonn_raw,level_macro_f1,0.29237600205225334
best_by_calinski_harabasz,twonn_umap,level_upper_macro_f1,0.2867432193274889
best_by_calinski_harabasz,twonn_umap,dendrogram_purity,0.2738692019590896
best_by_calinski_harabasz,twonn_umap,level_weighted_f1,0.27079063258838537
best_by_calinski_harabasz,twonn_space,level_f1_depth_4,0.2654650711706603
best_by_calinski_harabasz,twonn_space,level_lower_macro_f1,0.2565277073199845
best_by_calinski_harabasz,twonn_space,level_macro_f1,0.2551848646713019
best_by_calinski_harabasz,twonn_pca,level_upper_macro_f1,0.244097853443393
best_by_calinski_harabasz,twonn_space,level_f1_depth_5,0.2298200590850765
best_by_calinski_harabasz,twonn_raw,level_upper_macro_f1,0.2286027130140102
best_by_calinski_harabasz,twonn_pca,level_f1_depth_2,0.2184309117723066
best_by_calinski_harabasz,twonn_raw,level_f1_depth_2,0.20260283363688028
best_by_calinski_harabasz,twonn_umap,f0.5-score,0.19496234102975676
best_by_calinski_harabasz,twonn_space,level_f1_depth_2,0.1920115782877264
best_by_calinski_harabasz,twonn_raw,level_f1_depth_1,0.18739535702006843
best_by_calinski_harabasz,twonn_space,level_upper_macro_f1,0.16912357136462652
best_by_calinski_harabasz,twonn_pca,level_f1_depth_1,0.16185887706868762
best_by_calinski_harabasz,twonn_space,dendrogram_purity,0.15530721255707078
best_by_calinski_harabasz,twonn_space,level_weighted_f1,0.152517083942586
best_by_calinski_harabasz,twonn_space,f0.5-score,0.08301751663632835
best_by_calinski_harabasz,twonn_umap,level_f1_depth_1,0.009688438901922048
best_by_calinski_harabasz,twonn_space,level_f1_depth_1,0.0005669780072215093
best_by_calinski_harabasz,twonn_umap,lca_similarity_spearman,-0.008305552125776845
best_by_calinski_harabasz,twonn_pca,precision,-0.011000117859037024
best_by_calinski_harabasz,twonn_raw,precision,-0.013735785331313918
best_by_calinski_harabasz,twonn_space,lca_similarity_spearman,-0.05484766196174389
best_by_calinski_harabasz,twonn_umap,level_f1_depth_6,-0.11220510437118247
best_by_calinski_harabasz,twonn_space,level_f1_depth_6,-0.1126255349418717
best_by_calinski_harabasz,twonn_raw,level_f1_depth_6,-0.1276884796138123
best_by_calinski_harabasz,twonn_pca,level_f1_depth_6,-0.12982269672237462
best_by_calinski_harabasz,twonn_raw,lca_similarity_spearman,-0.19671606849488862
best_by_calinski_harabasz,twonn_pca,lca_similarity_spearman,-0.20428790309640188
best_by_calinski_harabasz,twonn_umap,precision,-0.27064246614808407
best_by_calinski_harabasz,twonn_space,precision,-0.33380084151472644
best_by_silhouette,twonn_pca,f1-score,0.6966741310723448
best_by_silhouette,twonn_raw,f1-score,0.6519592394755784
best_by_silhouette,twonn_raw,level_f1_depth_1,0.6024122995304818
best_by_silhouette,twonn_pca,level_f1_depth_1,0.5950539946602885
best_by_silhouette,twonn_pca,f0.5-score,0.5646727167639005
best_by_silhouette,twonn_pca,dendrogram_purity,0.5431962961819711
best_by_silhouette,twonn_raw,f0.5-score,0.5278466077319205
best_by_silhouette,twonn_raw,lca_similarity_spearman,0.5239220976372594
best_by_silhouette,twonn_pca,lca_similarity_spearman,0.5232913210084755
best_by_silhouette,twonn_raw,dendrogram_purity,0.5057712384494517
best_by_silhouette,twonn_pca,precision,0.4944814885205214
best_by_silhouette,twonn_pca,level_upper_macro_f1,0.48871952202293056
best_by_silhouette,twonn_umap,level_f1_depth_1,0.4672099436144379
best_by_silhouette,twonn_pca,level_weighted_f1,0.46200495007955494
best_by_silhouette,twonn_pca,level_f1_depth_5,0.4593858743988318
best_by_silhouette,twonn_raw,level_upper_macro_f1,0.457695989789853
best_by_silhouette,twonn_pca,recall,0.4551953533096749
best_by_silhouette,twonn_raw,level_weighted_f1,0.43463949298371896
best_by_silhouette,twonn_raw,level_f1_depth_5,0.4262999090325641
best_by_silhouette,twonn_raw,recall,0.4258093452707314
best_by_silhouette,twonn_umap,level_upper_macro_f1,0.42302341852903647
best_by_silhouette,twonn_raw,precision,0.422375398937903
best_by_silhouette,twonn_umap,recall,0.4218051611310038
best_by_silhouette,twonn_space,level_f1_depth_1,0.4101787472770134
best_by_silhouette,twonn_pca,level_macro_f1,0.4017662094229236
best_by_silhouette,twonn_pca,level_f1_depth_4,0.39286135210846507
best_by_silhouette,twonn_raw,level_macro_f1,0.37331902275463896
best_by_silhouette,twonn_raw,level_f1_depth_4,0.3649794388034841
best_by_silhouette,twonn_umap,lca_similarity_spearman,0.35335226571181627
best_by_silhouette,twonn_umap,level_weighted_f1,0.3400172860847018
best_by_silhouette,twonn_pca,level_lower_macro_f1,0.3347178719964123
best_by_silhouette,twonn_raw,level_lower_macro_f1,0.31052686124006107
best_by_silhouette,twonn_space,level_upper_macro_f1,0.29373936916236454
best_by_silhouette,twonn_umap,level_macro_f1,0.2936082643947812
best_by_silhouette,twonn_space,recall,0.28860672614962246
best_by_silhouette,twonn_umap,f1-score,0.2837963534592748
best_by_silhouette,twonn_space,lca_similarity_spearman,0.27714780221419827
best_by_silhouette,twonn_umap,dendrogram_purity,0.2711034284067992
best_by_silhouette,twonn_umap,level_f1_depth_4,0.2463267070008643
best_by_silhouette,twonn_umap,level_f1_depth_2,0.23037412026176068
best_by_silhouette,twonn_space,level_weighted_f1,0.22777595416430424
best_by_silhouette,twonn_pca,level_f1_depth_3,0.22733576908676512
best_by_silhouette,twonn_umap,level_f1_depth_5,0.22334444581635593
best_by_silhouette,twonn_pca,level_f1_depth_2,0.21633565122772808
best_by_silhouette,twonn_raw,level_f1_depth_3,0.20996129006436987
best_by_silhouette,twonn_umap,level_lower_macro_f1,0.20907107873400005
best_by_silhouette,twonn_raw,level_f1_depth_2,0.20162170611321498
best_by_silhouette,twonn_umap,level_f1_depth_3,0.18865703584804705
best_by_silhouette,twonn_space,level_macro_f1,0.18153740562800275
best_by_silhouette,twonn_space,dendrogram_purity,0.1709289487034108
best_by_silhouette,twonn_space,f1-score,0.16352839366178265
best_by_silhouette,twonn_space,level_f1_depth_4,0.1417743427531258
best_by_silhouette,twonn_space,level_f1_depth_5,0.1272418011996061
best_by_silhouette,twonn_umap,f0.5-score,0.12026999218010453
best_by_silhouette,twonn_space,level_f1_depth_2,0.11885649488227744
best_by_silhouette,twonn_space,level_lower_macro_f1,0.10908358449464353
best_by_silhouette,twonn_pca,level_f1_depth_6,0.10903445407171578
best_by_silhouette,twonn_raw,level_f1_depth_6,0.10714285714285714
best_by_silhouette,twonn_space,level_f1_depth_3,0.08510638297872339
best_by_silhouette,twonn_space,precision,0.08224165199486735
best_by_silhouette,twonn_umap,precision,0.06618924147014034
best_by_silhouette,twonn_space,level_f1_depth_6,0.03612651703210369
best_by_silhouette,twonn_umap,level_f1_depth_6,0.03297375676792673
best_by_silhouette,twonn_space,f0.5-score,0.016293157470681267
best_by_davies_bouldin,twonn_raw,level_f1_depth_1,0.6136952660526325
best_by_davies_bouldin,twonn_pca,level_f1_depth_1,0.6097208184723378
best_by_davies_bouldin,twonn_pca,f1-score,0.5070530517879922
best_by_davies_bouldin,twonn_umap,level_f1_depth_1,0.5010577437543728
best_by_davies_bouldin,twonn_raw,f1-score,0.48418643292881564
best_by_davies_bouldin,twonn_pca,lca_similarity_spearman,0.4735288830747366
best_by_davies_bouldin,twonn_space,level_f1_depth_1,0.4704723822028587
best_by_davies_bouldin,twonn_pca,level_upper_macro_f1,0.4609573198072657
best_by_davies_bouldin,twonn_umap,recall,0.45304545024646065
best_by_davies_bouldin,twonn_raw,lca_similarity_spearman,0.44788471455320017
best_by_davies_bouldin,twonn_umap,level_upper_macro_f1,0.4474050294275013
best_by_davies_bouldin,twonn_raw,level_upper_macro_f1,0.4370923117928821
best_by_davies_bouldin,twonn_pca,recall,0.4164347471733364
best_by_davies_bouldin,twonn_umap,lca_similarity_spearman,0.4064452401531053
best_by_davies_bouldin,twonn_space,lca_similarity_spearman,0.4003013935722598
best_by_davies_bouldin,twonn_raw,recall,0.39147134217965346
best_by_davies_bouldin,twonn_pca,level_weighted_f1,0.3850041250662958
best_by_davies_bouldin,twonn_raw,level_weighted_f1,0.3654700025653167
best_by_davies_bouldin,twonn_umap,level_weighted_f1,0.3592130715726221
best_by_davies_bouldin,twonn_space,level_upper_macro_f1,0.33403956909671445
best_by_davies_bouldin,twonn_space,recall,0.321201699450548
best_by_davies_bouldin,twonn_pca,f0.5-score,0.3158605270952059
best_by_davies_bouldin,twonn_raw,f0.5-score,0.29090431076675544
best_by_davies_bouldin,twonn_space,level_weighted_f1,0.2735072065888812
best_by_davies_bouldin,twonn_pca,dendrogram_purity,0.25876467725544233
best_by_davies_bouldin,twonn_umap,level_macro_f1,0.2547063423467918
best_by_davies_bouldin,twonn_pca,level_macro_f1,0.24619311398797147
best_by_davies_bouldin,twonn_umap,f1-score,0.24425237683664647
best_by_davies_bouldin,twonn_raw,dendrogram_purity,0.23547060567966716
best_by_davies_bouldin,twonn_umap,level_f1_depth_2,0.23099971189858826
best_by_davies_bouldin,twonn_raw,level_macro_f1,0.22418763915751644
best_by_davies_bouldin,twonn_pca,precision,0.22366906313375282
best_by_davies_bouldin,twonn_space,level_macro_f1,0.19754707409507324
best_by_davies_bouldin,twonn_pca,level_f1_depth_5,0.18804963387591864
best_by_davies_bouldin,twonn_umap,dendrogram_purity,0.18121578795736096
best_by_davies_bouldin,twonn_raw,level_f1_depth_5,0.1672822427849302
best_by_davies_bouldin,twonn_raw,precision,0.1658105514994323
best_by_davies_bouldin,twonn_space,f1-score,0.16331950702754316
best_by_davies_bouldin,twonn_umap,level_f1_depth_4,0.16101576326295425
best_by_davies_bouldin,twonn_pca,level_f1_depth_4,0.16028743166025375
best_by_davies_bouldin,twonn_pca,level_f1_depth_2,0.1529540197542291
best_by_davies_bouldin,twonn_umap,level_f1_depth_3,0.14453636251389057
best_by_davies_bouldin,twonn_raw,level_f1_depth_2,0.14422574597879614
best_by_davies_bouldin,twonn_umap,level_lower_macro_f1,0.14412478906860926
best_by_davies_bouldin,twonn_space,dendrogram_purity,0.1437587657784011
best_by_davies_bouldin,twonn_raw,level_f1_depth_4,0.14275405469329822
best_by_davies_bouldin,twonn_space,level_f1_depth_2,0.12818179105368382
best_by_davies_bouldin,twonn_umap,level_f1_depth_5,0.12784294357328063
best_by_davies_bouldin,twonn_space,level_f1_depth_4,0.12674942556175584
best_by_davies_bouldin,twonn_pca,level_lower_macro_f1,0.10947736345422562
best_by_davies_bouldin,twonn_space,level_lower_macro_f1,0.10827787890543401
best_by_davies_bouldin,twonn_space,level_f1_depth_5,0.09981797021873413
best_by_davies_bouldin,twonn_raw,level_lower_macro_f1,0.09516936979553214
best_by_davies_bouldin,twonn_space,level_f1_depth_3,0.08303243711020261
best_by_davies_bouldin,twonn_pca,level_f1_depth_3,0.04714336225301581
best_by_davies_bouldin,twonn_raw,level_f1_depth_3,0.03728284589928064
best_by_davies_bouldin,twonn_umap,f0.5-score,0.008437255628266863
best_by_davies_bouldin,twonn_space,f0.5-score,-0.02187341469965086
best_by_davies_bouldin,twonn_umap,level_f1_depth_6,-0.02212691047868575
best_by_davies_bouldin,twonn_space,precision,-0.022350869863626863
best_by_davies_bouldin,twonn_space,level_f1_depth_6,-0.028956050860937683
best_by_davies_bouldin,twonn_umap,precision,-0.056245627032143884
best_by_davies_bouldin,twonn_raw,level_f1_depth_6,-0.17509381293688006
best_by_davies_bouldin,twonn_pca,level_f1_depth_6,-0.17815205219552901
best_by_dbcv,twonn_umap,recall,0.47358304969347764
best_by_dbcv,twonn_pca,recall,0.4706498368996764
best_by_dbcv,twonn_pca,f1-score,0.4536239079012411
best_by_dbcv,twonn_raw,recall,0.44322601210440715
best_by_dbcv,twonn_raw,f1-score,0.4331678016982211
best_by_dbcv,twonn_pca,level_f1_depth_1,0.41643303323497305
best_by_dbcv,twonn_pca,dendrogram_purity,0.40648054564822517
best_by_dbcv,twonn_pca,level_f1_depth_5,0.4049091002397913
best_by_dbcv,twonn_raw,level_f1_depth_1,0.4037339759882626
best_by_dbcv,twonn_raw,dendrogram_purity,0.3875453718477856
best_by_dbcv,twonn_raw,level_f1_depth_5,0.37724353284930007
best_by_dbcv,twonn_space,recall,0.3390988746214193
best_by_dbcv,twonn_pca,level_f1_depth_4,0.3368131325409907
best_by_dbcv,twonn_raw,level_f1_depth_4,0.3134702438110569
best_by_dbcv,twonn_umap,level_f1_depth_4,0.3060707083178993
best_by_dbcv,twonn_umap,level_f1_depth_3,0.29685146314359795
best_by_dbcv,twonn_pca,level_f1_depth_3,0.2917650308325534
best_by_dbcv,twonn_pca,level_lower_macro_f1,0.27762202215664866
best_by_dbcv,twonn_pca,f0.5-score,0.2760505767482148
best_by_dbcv,twonn_raw,f0.5-score,0.27128176029344986
best_by_dbcv,twonn_raw,level_f1_depth_3,0.26833837772245406
best_by_dbcv,twonn_umap,level_upper_macro_f1,0.2592336502448862
best_by_dbcv,twonn_umap,level_macro_f1,0.2505247561427337
best_by_dbcv,twonn_space,level_f1_depth_4,0.25039539255766763
best_by_dbcv,twonn_raw,level_lower_macro_f1,0.24675357220181784
best_by_dbcv,twonn_space,level_f1_depth_3,0.24436752111247048
best_by_dbcv,twonn_umap,level_f1_depth_1,0.23853973741614187
best_by_dbcv,twonn_umap,dendrogram_purity,0.22778943902539406
best_by_dbcv,twonn_umap,level_f1_depth_5,0.2259785158661563
best_by_dbcv,twonn_space,level_macro_f1,0.22468741607233442
best_by_dbcv,twonn_space,level_f1_depth_1,0.21615290501626327
best_by_dbcv,twonn_umap,f1-score,0.20867596822653
best_by_dbcv,twonn_space,level_upper_macro_f1,0.20382859359613256
best_by_dbcv,twonn_pca,level_macro_f1,0.19381160037350945
best_by_dbcv,twonn_umap,level_lower_macro_f1,0.19058319957196362
best_by_dbcv,twonn_umap,level_f1_depth_2,0.17978351236778203
best_by_dbcv,twonn_space,level_weighted_f1,0.1777625257378174
best_by_dbcv,twonn_space,dendrogram_purity,0.1776730028945719
best_by_dbcv,twonn_space,level_f1_depth_5,0.17752379815582944
best_by_dbcv,twonn_umap,level_weighted_f1,0.17611227723587275
best_by_dbcv,twonn_space,level_lower_macro_f1,0.16649756796275847
best_by_dbcv,twonn_raw,level_macro_f1,0.1633577326902691
best_by_dbcv,twonn_pca,precision,0.1529540197542291
best_by_dbcv,twonn_raw,precision,0.1501125111207878
best_by_dbcv,twonn_space,level_f1_depth_2,0.13631344931515021
best_by_dbcv,twonn_pca,level_weighted_f1,0.13462048998916737
best_by_dbcv,twonn_space,f1-score,0.12472024111485779
best_by_dbcv,twonn_raw,level_weighted_f1,0.08094302070238558
best_by_dbcv,twonn_umap,f0.5-score,0.052673169527102104
best_by_dbcv,twonn_pca,level_upper_macro_f1,0.04714336225301581
best_by_dbcv,twonn_raw,level_upper_macro_f1,0.03237720828095424
best_by_dbcv,twonn_space,f0.5-score,0.021157231953686847
best_by_dbcv,twonn_space,precision,0.014293813971531732
best_by_dbcv,twonn_space,lca_similarity_spearman,0.0015815702306705259
best_by_dbcv,twonn_umap,lca_similarity_spearman,-0.0137877104169239
best_by_dbcv,twonn_umap,precision,-0.023155122031526525
best_by_dbcv,twonn_pca,lca_similarity_spearman,-0.023571681126507905
best_by_dbcv,twonn_raw,lca_similarity_spearman,-0.04758468489776607
best_by_dbcv,twonn_space,level_f1_depth_6,-0.07809542909882412
best_by_dbcv,twonn_umap,level_f1_depth_6,-0.16163265767136795
best_by_dbcv,twonn_pca,level_f1_depth_2,-0.16657321329398922
best_by_dbcv,twonn_raw,level_f1_depth_2,-0.17169731664142399
best_by_dbcv,twonn_pca,level_f1_depth_6,-0.1781799808219691
best_by_dbcv,twonn_raw,level_f1_depth_6,-0.21435628425775277
